ID,Repository_Name,Repository_URL,Repository_Contacts,Repository_Size,Repository_Language,Repository_Provider_Type,Institution_Name,Institution_Country,Institution_Responsibility_Type,Institution_Type,Institution_URL,Policies,Database_Accesses,Database_Licenses,Data_Accesses,Data_Licenses
r3d100012437,Nationale Kohorte,https://nako.de/,https://nako.de/allgemeines/kontakt/ ,200.000 people in the age of 20-69,deu,dataProvider,Verein NAKO e.V.,DEU,general,non-profit,https://nako.de/impressum/,Datenschutz in der NAKO(https://nako.de/allgemeines/was-ist-die-nako-gesundheitsstudie/datenschutz-in-der-nako/) Use and Access Policy(https://nako.de/wp-content/uploads/2015/07/Nutzungsordnung-zur-Nutzung-von-Daten-und-Probenmaterial-der-Nationalen-Kohorte.pdf) ,closed ,Copyrights (https://nako.de/wp-content/uploads/2015/07/Nutzungsordnung-zur-Nutzung-von-Daten-und-Probenmaterial-der-Nationalen-Kohorte.pdf) ,restricted  ,Copyrights (https://nako.de/wp-content/uploads/2015/07/Nutzungsordnung-zur-Nutzung-von-Daten-und-Probenmaterial-der-Nationalen-Kohorte.pdf) 
r3d100012441,Alzheimer Disease & Frontotemporal Dementia Mutation Database,http://www.molgen.vib-ua.be/ADMutations/,pdmutdb@molgen.vib-ua.be ,,eng,dataProvider,"University of Antwerp, VIB-Center for Molecular Neurology, Department of Molecular Genetics",BEL,general,non-profit,https://www.uantwerpen.be/en/rg/molecular-neurogenomics/,Guidelines(http://www.hgvs.org/content/guidelines) ,open ,,open  ,other (https://www.uantwerpen.be/en/library/about-us/rules/legal-framework/) 
r3d100012445,Rotterdam Ophthalmic Data Repository,http://www.rodrep.com/,http://www.rodrep.com/contact-us.html ,,eng,dataProvider,Rotterdam Ophthalmic Institute,NLD,funding,non-profit,https://roi.eyehospital.nl/,,open ,other (http://www.rodrep.com/longitudinal-diabetic-retinopathy-screening---description.html) ,open  ,other (http://data.rodrep.com/license.html) 
r3d100012464,GeneWeaver.org,http://beta.geneweaver.org/,Elissa.Chesler@jax.org Erich_Baker@baylor.edu geneweaver@gmail.com ,130.196 public geneSets; 1986743 genes,eng,dataProvider,The Jackson Laboratory,USA,general,non-profit,http://www.jax.org,Datasharing(http://beta.geneweaver.org/datasharing) NIH Data Sharing Policy(https://grants.nih.gov/grants/policy/data_sharing/) Policies(http://beta.geneweaver.org/help/#policies) Usage(http://beta.geneweaver.org/usage) ,open ,,closed  open  restricted  ,CC (https://creativecommons.org/licenses/by-sa/2.5/) 
r3d100012474,Parkinson Disease Mutation Database,http://www.molgen.vib-ua.be/PDMutDB/,pdmutdb@molgen.vib-ua.be ,535 different DNA variations; and 2.084 families,eng,dataProvider,"University of Antwerp, VIB-Center for Molecular Neurology, Department of Molecular Genetics",BEL,general,non-profit,https://www.uantwerpen.be/en/rg/molecular-neurogenomics/,Guidelines(http://www.hgvs.org/content/guidelines) ,open ,,open  ,other (https://www.uantwerpen.be/en/library/about-us/rules/legal-framework/) 
r3d100012476,Biogrid Australia,https://www.biogrid.org.au/,https://www.biogrid.org.au/page/2/contact-us ,,eng,serviceProvider,Royal Melbourne Hospital,AUS,technical,non-profit,https://www.thermh.org.au/,Terms and Conditions(http://www.biogrid.org.au/page/45/terms-and-conditions) ,open ,,restricted  ,Copyrights (http://www.biogrid.org.au/page/45/terms-and-conditions#a3) 
r3d100012480,NASA Life Sciences Data Archive,https://lsda.jsc.nasa.gov/,https://lsda.jsc.nasa.gov/Common/Feedback ,,eng,dataProvider,National Aeronautics and Space Administration,USA,general,non-profit,https://www.nasa.gov/,NASA IRB(https://irb.nasa.gov/pfr/pfrApplicationGuide.aspx) User’s Guide for Requesting NASA Life Sciences Data and Biospecimens(https://lsda.jsc.nasa.gov/Request/dataRequestFAQ) ,open ,,open  restricted  ,other (https://www.nasa.gov/offices/ogc/ip/1210.html) 
r3d100012481,National Database for Clinical Trials Related to Mental Illness,https://data-archive.nimh.nih.gov/ndct/,NDAHelp@mail.nih.gov ,,eng,dataProvider,"National Institutes of Health, National Institute of Mental Health",USA,funding,non-profit,https://www.nimh.nih.gov/index.shtml,Data Sharing Regimen(https://ndar.nih.gov/contribute_data_sharing_regimen.html) Policy for the NIMH Data Archive (NDA)(https://data-archive.nimh.nih.gov/ndct/s/sharedcontent/about/policy.html) ,open ,,closed  embargoed  restricted  ,other (https://data-archive.nimh.nih.gov/ndct/s/sharedcontent/about/policy.html) 
r3d100012486,SimTK,https://simtk.org,https://simtk.org/feedback.php ,989 projects,eng,dataProvider,Simbios,USA,general,non-profit,http://simbios.stanford.edu/index.html,Our pledge and your responsibility(https://simtk.org/pledge.php) ,open ,,closed  open  restricted  ,CC (https://simtk.org/faq.php) other (https://opensource.org/licenses/MIT) other (https://www.gnu.org/licenses/#GPL) 
r3d100012492,National Center for Health Statistics,https://www.cdc.gov/nchs/index.htm,https://wwwn.cdc.gov/dcs/contactus/form ,,eng,serviceProvider,"Centers for Disease Control and Prevention, National Center for Health Statistics",USA,general,non-profit,https://www.cdc.gov/,Data Release Policy(https://www.cdc.gov/nchs/about/policy/data_release.htm) Data User Agreement(https://www.cdc.gov/nchs/data_access/restrictions.htm) NCHS Data Access and Resources(https://www.cdc.gov/nchs/data/data_access_and_resources_booklet_web.pdf) ,open ,,closed  embargoed  open  restricted  ,other (https://www.cdc.gov/nchs/about/policy/data_release.htm) 
r3d100012516,PlasmID,https://plasmid.med.harvard.edu/PLASMID/Home.xhtml,https://plasmid.med.harvard.edu/PLASMID/Contactus.jsp plasmidhelp@hms.harvard.edu ,about 350.000 plasmids,eng,dataProvider,National Institutes of Health,USA,funding,non-profit,https://www.nih.gov/,Terms and Conditons(https://plasmid.med.harvard.edu/PLASMID/TermAndCondition.jsp) ,open ,,open  restricted  ,other (https://plasmid.med.harvard.edu/PLASMID/TermAndCondition.jsp) 
r3d100012575,Vega,http://vega.archive.ensembl.org/index.html,http://vega.archive.ensembl.org/Help/Contact/ ,,eng,dataProvider,Wellcome Trust Sanger Institute,GBR,funding,non-profit,http://www.sanger.ac.uk/,Data sharing policy(ftp://ftp.sanger.ac.uk/pub/00-README.data-sharing-policy.txt) ,open ,,open  ,Copyrights (http://vega.archive.ensembl.org/index.html) 
r3d100012630,arrayMap,https://arraymap.progenetix.org/,mbaudis@imls.uzh.ch ,72.724 genomic array profiles,eng,dataProvider,"University of Zurich, Institute of Molecular Life Sciences, Baudis Group",CHE,funding,non-profit,https://www.mls.uzh.ch/en/research/baudis.html,,open ,CC (https://info.progenetix.org/citation.html) ,open  ,CC (https://creativecommons.org/licenses/by-sa/4.0/) 
r3d100012652,Health Atlas,https://www.health-atlas.de/,markus.loeffler@imise.uni-leipzig.de ,,eng,dataProvider,"University of Leipzig, Leipzig Research Center for Civilization Diseases",DEU,general,non-profit,http://life.uni-leipzig.de/en/,Terms and Conditions(https://www.health-atlas.de/home/terms) ,open ,,open  restricted  ,other (https://www.health-atlas.de/home/about) 
r3d100012654,Research Domain Criteria Database,https://data-archive.nimh.nih.gov/rdocdb/,http://rdocdb.nimh.nih.gov/contact-us/ rdocdbhelp@mail.nih.gov ,,eng,dataProvider,"National Institutes of Health, National Institute of Mental Health, Research Domain Criteria Initiative",USA,general,non-profit,https://www.nimh.nih.gov/research-priorities/rdoc/index.shtml,NIMH Data Archive Data Sharing Terms and Conditions(https://ndar.nih.gov/ndarpublicweb/Documents/historical_terms_and_conditions/NIMH%20Data%20Archive%20Data%20Sharing%20Terms%20Effective%2007012015.pdf) Policy for the NIMH Data Archive (NDA)(https://data-archive.nimh.nih.gov/ndct/s/sharedcontent/about/policy.html) Privacy policy(https://data-archive.nimh.nih.gov/rdocdb/footer/privacy-policy.html) Research Domain Criteria Database (RDoCdb) Data Sharing Plan(https://ndar.nih.gov/ndarpublicweb/Documents/historical_terms_and_conditions/RDoCdb%20Data%20Sharing%20Terms%20and%20Conditions%20Final%2009152014%20to%2006302015.pdf) Your collection(https://data-archive.nimh.nih.gov/rdocdb/s/sharedcontent/plan/your-collection.html) ,restricted ,,embargoed  restricted  ,Public Domain (https://data-archive.nimh.nih.gov/rdocdb/footer/disclaimer.html) other (https://data-archive.nimh.nih.gov/rdocdb/footer/disclaimer.html) 
r3d100012655,Pediatric MRI Data Repository,https://pediatricmri.nih.gov/nihpd/info/index.html,pedsmri@mail.nih.gov ,,eng,dataProvider,National Institute on Drug Abuse,USA,funding,non-profit,https://www.drugabuse.gov/,Policies(https://pediatricmri.nih.gov/nihpd/info/policies.html) ,open ,,restricted  ,other (https://pediatricmri.nih.gov/nihpd/info/data_access.html) 
r3d100012656,ABCD Data Repository,https://data-archive.nimh.nih.gov/abcd,NDAHelp@mail.nih.gov https://data-archive.nimh.nih.gov/abcd/footer/contact-us.html ,,eng,dataProvider,National Institute on Minority Health and Health Disparities,USA,funding,non-profit,https://www.nimhd.nih.gov/,NIMH Data Archive Data Use Certification(https://ndar.nih.gov/ndarpublicweb/Documents/NDAR+Data+Access+Request+DUC+FINAL.pdf) ,open ,,open  restricted  ,Copyrights (https://data-archive.nimh.nih.gov/abcd/footer/disclaimer.html) 
r3d100012662,Open Government Data Portal of Sikkim,https://sikkim.data.gov.in/,https://sikkim.data.gov.in/contact-us-sk t.samdup@nic. in ,102 datasets,eng,dataProvider,National Informatics Center,IND,technical,non-profit,https://www.nic.in/,Open Data Implementation Guidelines(https://data.gov.in/sites/default/files/NDSAP_Implementation_Guidelines_2.2.pdf) Policies(https://sikkim.data.gov.in/policies) Sikkim Open Data Acquisition and Accessibility Policy (SODAAP)(https://sikkim.data.gov.in/sites/default/files/SODAAP-Policy-Document-Sikkim.pdf) Terms of Use(https://sikkim.data.gov.in/terms-use) ,open ,,open  ,OGL (https://sikkim.data.gov.in/policies) 
r3d100012679,Open Government Data Portal of Surat City,https://surat.data.gov.in/,amar.s@nic.in ,119 resources,eng,dataProvider,Surat Municipal Corporation,IND,general,non-profit,https://www.suratmunicipal.gov.in/,Content Moderation & Approval Policy(CMAP)(https://surat.data.gov.in/content-moderation-approval-policy) Content Review Policy(CRP)(https://surat.data.gov.in/content-review-policy) Open Government Data Portal of Surat City Policy(https://surat.data.gov.in/policies) ,restricted ,,open  ,Copyrights (https://surat.data.gov.in/about-portal) Copyrights (https://surat.data.gov.in/policies) 
r3d100012680,Maharashtra State Data Bank,https://mahasdb.maharashtra.gov.in/home.do,mahasdb@maharashtra.gov.in sdb.support@maharashtra.gov.in ,,eng,dataProvider,Maharashtra State Government,IND,general,non-profit,https://www.maharashtra.gov.in/1125/Home,Terms and conditions(https://mahasdb.maharashtra.gov.in/home.do#) ,open ,,restricted  ,OGL (https://data.gov.in/sites/default/files/NDSAP.pdf) 
r3d100012682,Open Government Data Portal of Tamil Nadu,https://tn.data.gov.in/,tnogd@elcot.in ,530 resources in 92 catalogs,eng,dataProvider,Government of Tamil Nadu,IND,general,non-profit,http://www.tn.gov.in/,Content Moderation & Approval Policy(CMAP)(https://tn.data.gov.in/content-moderation-approval-policy) Content Review Policy(CRP)(https://tn.data.gov.in/content-review-policy) Open Data Policy of India (NDSAP)(https://data.gov.in/sites/default/files/NDSAP.pdf) Open Government Data Portal of Tamil Nadu Policy(https://tn.data.gov.in/policies) Tamil Nadu Open Data Policy (TNODAP)(https://tn.data.gov.in/sites/default/files/NDSAP.pdf) Terms of Use(https://tn.data.gov.in/terms-use) ,open ,other (https://data.gov.in/sites/default/files/Gazette_Notification_OGDL.pdf) ,open  ,OGL (https://data.gov.in/sites/default/files/NDSAP_Implementation_Guidelines_2.2.pdf) 
r3d100012684,Open Government Data Portal of Odisha,https://odisha.data.gov.in/,https://odisha.data.gov.in/datacontrollers ndsap@gov.in ,17 resources; 10 Catalogues,eng,dataProvider,National Informatic Centre (NIC) of the Government of India,IND,funding,non-profit,https://www.nic.in/,National Data Sharing and Accessibility Policy (NDSAP)(https://data.gov.in/sites/default/files/NDSAP_Implementation_Guidelines_2.2.pdf) Odisha State Data Accessibility Statement(https://odisha.data.gov.in/accessibility-statement) Odisha State Data Content Moderation & Approval Policy (CMAP)(https://odisha.data.gov.in/content-moderation-approval-policy) Odisha State Data Content Review Policy (CRP)(https://odisha.data.gov.in/content-review-policy) Odisha State Data Hyperlinking Policy(https://odisha.data.gov.in/policies) Odisha State Data Policy(https://data.gov.in/sites/default/files/State-data-policy-Odisha.pdf) Terms of Use(https://odisha.data.gov.in/terms-use) ,open ,,restricted  ,OGL (https://data.gov.in/government-open-data-license-india) 
r3d100012689,Japanese Genotype-phenotype Archive,https://www.ddbj.nig.ac.jp/jga/index-e.html,https://www.ddbj.nig.ac.jp/contact-e.html ,,eng,dataProvider,Research Organization of Information and Systems,JPN,general,non-profit,https://www.rois.ac.jp/en/index.html,"Usage Policies and Disclaimers for Website, Data and Services(https://www.ddbj.nig.ac.jp/policies-e.html#disclaimer) ",closed ,CC (https://creativecommons.org/licenses/by/4.0/deed.en) ,restricted  ,Public Domain (https://www.ddbj.nig.ac.jp/policies-e.html#disclaimer) other (https://www.ddbj.nig.ac.jp/jga/index-e.html) 
r3d100012700,ALlele FREquency Database,https://alfred.med.yale.edu/alfred/index.asp,https://alfred.med.yale.edu/alfred/alfredstaff.asp ,"664.708 polymorphisms, 762 populations and 66.726.252 frequency tables",eng,dataProvider,"Yale University, Yale Center for Medical Informatics",USA,general,non-profit,https://medicine.yale.edu/ycmi/,Overview(https://alfred.med.yale.edu/alfred/AboutALFRED.asp#use) ,open ,Copyrights (https://alfred.med.yale.edu/alfred/fullcopyrightpage.asp) ,open  ,Public Domain (https://alfred.med.yale.edu/alfred/ALFREDpreview.asp) 
r3d100012701,Donders Repository,https://data.donders.ru.nl/,datasupport@donders.ru.nl ,107 data sharing  collections,eng,dataProvider,"Radboud University, Donders Institute for Brain, Cognition and Behaviour",NLD,general,non-profit,https://www.ru.nl/donders/,Data Use Agreements(https://data.donders.ru.nl/doc/dua/) ,open ,,open  restricted  ,CC (https://creativecommons.org/) Copyrights (https://data.donders.ru.nl/doc/dua/) ODC (https://opendatacommons.org/) 
r3d100012747,Gemma,https://gemma.msl.ubc.ca/home.html,https://pavlidislab.github.io/Gemma/#contact pavlab-support@msl.ubc.ca. ,Over 10000 expression studies,eng,dataProvider,"University of British Columbia, Pavlidis lab",CAN,general,non-profit,https://pavlab.msl.ubc.ca/,Terms And Conditions(https://pavlidislab.github.io/Gemma/terms.html) ,open ,Apache License 2.0 (https://pavlidislab.github.io/Gemma/terms.html) ,open  restricted  ,Copyrights (https://pavlidislab.github.io/Gemma/terms.html#3-ownership-and-use-restriction) 
r3d100012752,BenchSCI,https://www.benchsci.com/,https://www.benchsci.com/contact mcook@benchsci.com ,"2.191.100 antibody usages, 3.415.146 images",eng,dataProvider,BenchSCI,CAN,general,non-profit,https://www.benchsci.com/,BenchSci Terms of Use(https://www.benchsci.com/legal/) ,restricted ,,restricted  ,Copyrights (https://www.benchsci.com/about) 
r3d100012753,Small Molecule Pathway Database,http://smpdb.ca/,https://smpdb.ca/contact ,"Pathways	98.632",eng,dataProvider,"University of Alberta, Departments of Computing Science and Biological Sciences, Wishart Research Group",CAN,general,non-profit,http://www.wishartlab.com/,What is SMPDB?(http://smpdb.ca/about) ,open ,,open  ,ODC (http://smpdb.ca/about#citing) 
r3d100012754,Health Canada Drug Product Database,https://www.canada.ca/en/health-canada/services/drugs-health-products/drug-products/drug-product-database.html,https://www.canada.ca/en/health-canada/services/drugs-health-products/drug-products/drug-product-database/contact-us.html ,50.440 entries,eng,dataProvider,Health Canada,CAN,general,non-profit,http://www.hc-sc.gc.ca/,"Government of Canada Treaties, laws and regulations(https://www.canada.ca/en/government/system/laws.html) Health Canada Terms and Conditions(http://www.hc-sc.gc.ca/home-accueil/important-eng.php) Notice of Compliance - Drug Products(https://www.canada.ca/en/health-canada/services/drugs-health-products/drug-products/notice-compliance.html) ",open ,,embargoed  open  ,Copyrights (http://www.hc-sc.gc.ca/home-accueil/important-eng.php#a74) OGLC (https://open.canada.ca/en/open-government-licence-canada) 
r3d100012755,BACTIBASE,http://bactibase.hammamilab.org/main.php,http://bactibase.hammamilab.org/contacts.php ismail.fliss@fsaa.ulaval.ca ,230 bacteriocins,eng,dataProvider,"University of Ottawa, Faculty of Health Sciences, School of Nutrition Sciences, Dr. Riadh Hammami Laboratory",CAN,technical,non-profit,http://www.hammamilab.org/research,Terms of use(http://bactibase.hammamilab.org/terms.php) ,open ,,open  ,Copyrights (http://bactibase.hammamilab.org/terms.php) ODC (https://opendatacommons.org/licenses/pddl/1.0/) 
r3d100012783,MEROPS,https://www.ebi.ac.uk/merops/,merops@ebi.ac.uk ,more than 4.000 individual peptidases,eng,dataProvider,Wellcome Trust Sanger Institute,USA,technical,non-profit,https://www.sanger.ac.uk/,,open ,other (https://www.gnu.org/copyleft/lgpl.html) ,open  ,Public Domain (https://www.gnu.org/copyleft/lgpl.html) other (https://www.ebi.ac.uk/about/terms-of-use) 
r3d100012787,Gambling Research Exchange Dataverse,https://dataverse.scholarsportal.info/dataverse/GREO,dataset@greo.ca https://www.greo.ca/en/about-us/contact-us.aspx?_mid_=9492 ,1 Dataverse; 25 datasets; 130 files,eng,dataProvider,Ontario Council of University Libraries,CAN,general,non-profit,https://ocul.on.ca/,Scholars Portal Dataverse User Guides(https://dataverse.scholarsportal.info/guides/en/4.5/user/index.html) Terms of Use(http://www.greo.ca/en/greo-resource/resources/Documents/Policy_Dataset_Terms_of_Use_Agreement-Update-EC-2018.pdf) ,open ,,restricted  ,Copyrights (http://www.greo.ca/en/greo-resource/service-level-definition.aspx) 
r3d100012795,Lakehead University Dataverse,https://dataverse.scholarsportal.info/dataverse/lakehead,dataverse@scholarsportal.info ,Dataverses (1); Datasets (2),eng,dataProvider,The Dataverse Project,AAA,technical,non-profit,https://dataverse.org/,Harvard Dataverse General Terms of Use(https://dataverse.org/best-practices/harvard-dataverse-general-terms-use) Help & Support(https://learn.scholarsportal.info/all-guides/dataverse/help/) Lakehead University store share and find(https://libguides.lakeheadu.ca/c.php?g=613282&p=4276405) Scholars Portal Dataverse(https://learn.scholarsportal.info/all-guides/dataverse/) Terms of Use(https://learn.scholarsportal.info/all-guides/dataverse/terms-of-use/) User guide(https://dataverse.scholarsportal.info/guides/en/4.5/user/index.html) ,open ,,open  restricted  ,CC0 (https://creativecommons.org/publicdomain/zero/1.0/) 
r3d100012810,Wilfrid Laurier University Dataverse,https://dataverse.scholarsportal.info/dataverse/laurier,msteeleworthy@wlu.ca ,19 Dataverses; 86 datasets;  701 files,eng,dataProvider,Wilfrid Laurier University,CAN,general,non-profit,https://www.wlu.ca/,Harvard Dataverse General Terms of Use(https://dataverse.org/best-practices/harvard-dataverse-general-terms-use) Help & Support(https://learn.scholarsportal.info/all-guides/dataverse/help/) Laurier Library Research data management(https://library.wlu.ca/services/research-data-management) Scholars Portal Dataverse(https://learn.scholarsportal.info/all-guides/dataverse/) Terms of Use(https://learn.scholarsportal.info/all-guides/dataverse/terms-of-use/) User guide(https://dataverse.scholarsportal.info/guides/en/4.5/user/index.html) ,open ,CC0 (https://creativecommons.org/share-your-work/public-domain/cc0) ,embargoed  open  restricted  ,CC0 (https://creativecommons.org/publicdomain/zero/1.0/) other (https://dataverse.org/best-practices/dataverse-community-norms) 
r3d100012813,Dalhousie University Dataverse @ Scholars Portal,https://dataverse.scholarsportal.info/dataverse/dal,data.management@dal.ca ,,eng,dataProvider,The Dataverse Project,AAA,technical,non-profit,https://dataverse.org/,Harvard Dataverse General Terms of Use(https://dataverse.org/best-practices/harvard-dataverse-general-terms-use) Help & Support(https://learn.scholarsportal.info/all-guides/dataverse/help/) Scholars Portal Dataverse(https://learn.scholarsportal.info/all-guides/dataverse/) Terms of Use(https://learn.scholarsportal.info/all-guides/dataverse/terms-of-use/) User guide(https://dataverse.scholarsportal.info/guides/en/4.5/user/index.html) ,open ,,open  restricted  ,CC (https://creativecommons.org/licenses/by-sa/2.5/) CC0 (https://creativecommons.org/publicdomain/zero/1.0/) 
r3d100012815,UNB Libraries Dataverse,https://dataverse.lib.unb.ca/,https://lib.unb.ca/help/ask.php ,6 Dataverses; 9 Datasets; 89 files,eng,dataProvider,"University of New Brunswick, Libaries",CAN,general,non-profit,https://lib.unb.ca/,Harvard Dataverse General Terms of Use(https://dataverse.org/best-practices/harvard-dataverse-general-terms-use) Storing and Sharing your data(https://www.lib.unb.ca/rdm/sharing-data.php) User Guide(http://guides.dataverse.org/en/4.10.1/user/) ,open ,,open  ,CC0 (https://creativecommons.org/publicdomain/zero/1.0/) other (http://geonb.snb.ca/documents/license/geonb-odl_en.pdf) 
r3d100012820,Progenetix,https://www.progenetix.org/,cancer genome data @ progenetix.org michael.baudis@imls.uzh.ch ,"32.548 array and chromosomal Comparative Genomic Hybridization (CGH) experiments as well as Whole Genome or Whole Exome Sequencing (WGS, WES) studies; 366 different cancer types; from 1.031 articles",eng,dataProvider,"University of Zurich, Institute of Molecular Life Sciences",CHE,general,non-profit,https://www.imls.uzh.ch/en.html,Licensing(https://info.progenetix.org/citation.html) ,open ,,open  ,CC (https://creativecommons.org/licenses/by-sa/4.0/) 
r3d100012822,ConsensusPathDB,http://cpdb.molgen.mpg.de/CPDB,kamburov@molgen.mpg.de ,unique physical entities: 172.559; unique interactions: 660.318; pathways: 5.436,eng,dataProvider,Max Planck Institute for Molecular Genetics,DEU,general,non-profit,https://www.molgen.mpg.de/2168/en,Licensing Information(http://cpdb.molgen.mpg.de/MCPDB/tutorial#moreinfo.lic) ,open ,,open  ,other (http://cpdb.molgen.mpg.de/MCPDB/tutorial#moreinfo.lic) 
r3d100012823,Vivli,https://vivli.org/,contact@vivli.org https://vivli.org/contact/ ,6.200 clinical trials,eng,dataProvider,PhRMA,USA,funding,non-profit,https://www.phrma.org/,Additional policies(https://vivli.org/vivli-eea-disclosure/#personaldata) Data use agreement(https://vivli.org/vivliwp/wp-content/uploads/2018/07/Vivli-Data-Use-Agreement-v1.1.pdf) ,open ,,restricted  ,other (https://vivli.org/vivliwp/wp-content/uploads/2018/07/Vivli-Data-Use-Agreement-v1.1.pdf) 
r3d100012827,BEI Resource,https://www.beiresources.org/,contact@beiresources.org https://www.beiresources.org/ContactUs.aspx ,,eng,dataProvider,"National Institute of Health, National Institute of Allergy and Infectious Diseases",USA,funding,non-profit,https://www.niaid.nih.gov/,Terms of Use(https://www.beiresources.org/TermsofUse.aspx) ,open ,,open  restricted  ,other (https://www.beiresources.org/AccessibilityPolicy.aspx) 
r3d100012849,Cardiovascular Research Grid,https://www.cvrgrid.org/,https://www.cvrgrid.org/contact.html sgranite@jhu.edu ,,eng,dataProvider,"Vanderbilt University Medical Center,  Department of Biomedical Informatics",USA,general,non-profit,https://www.vumc.org/dbmi/,Waveform Terms of Use(http://wiki.cvrgrid.org/index.php/CVRG_Waveform_Terms_of_Use) ,open ,Copyrights (http://cvrgrid.org/about) ,open  ,Copyrights (http://wiki.cvrgrid.org/index.php/CVRG_Waveform_Terms_of_Use) 
r3d100012884,Kinder Institute Urban Data Platform,https://www.kinderudp.org/#/,https://www.kinderudp.org/#/contactUs/generalInquiries ,238 datasets,eng,dataProvider,"Rice, Kinder Institute for Urban Research",USA,general,non-profit,https://kinder.rice.edu/,University Policies(https://policy.rice.edu/) ,open ,,closed  embargoed  open  restricted  ,ODC (https://opendatacommons.org/licenses/odbl/) 
r3d100012898,eHOMD,http://www.homd.org/,fdewhirst@forsyth.org http://www.homd.org/modules.php?name=Article&toc=1&sid=27 tchen@forsyth.org ,,eng,dataProvider,National Institute for Dental and Craniofacial Research,USA,funding,non-profit,https://www.nidcr.nih.gov/,HOMD User Documentation(http://www.homd.org/index.php?name=Article) Hands on Guide to HOMD(http://www.homd.org/download/guide/Hands_on_Guide_to_HOMD_20090330.ppt) Research Focus(https://forsyth.org/research-focus) ,open ,,open  ,Public Domain (http://www.homd.org/index.php) 
r3d100012902,ArachnoServer,http://www.arachnoserver.org/mainMenu.html,support@arachnoserver.org ,1.561 toxins; 1.443 curated toxins; 100 species,eng,dataProvider,"University of Queensland, Institute for Molecular Bioscience",AUS,general,non-profit,https://imb.uq.edu.au/,Manual(http://www.arachnoserver.org/docs/ArachnoServerUserManual.pdf) ,open ,,open  ,CC (https://creativecommons.org/licenses/by-nc/3.0/) 
r3d100012912,National Coronial Information System,http://www.ncis.org.au/,http://www.ncis.org.au/contact-us/general-enquiries/ ncis@ncis.org.au ,about 385.000 coronial case records,eng,dataProvider,"Victoria State Government, Department of Justice and Regulation",AUS,general,non-profit,https://www.justice.vic.gov.au/,Request System Access – Researchers(http://www.ncis.org.au/data-access/request-system-access/) ,closed ,,restricted  ,CC (https://creativecommons.org/licenses/by/4.0/) Copyrights (http://www.ncis.org.au/about-us/copyright/) other (http://www.ncis.org.au/data-access/data-privacy-protocols/) 
r3d100012915,Data and Specimen Hub,https://dash.nichd.nih.gov/,SupportDASH@mail.nih.gov ,"9,395 results",eng,dataProvider,"National Institutes of Health, Eunice Kennedy Shriver National Institute of Child Health and Human Development",USA,general,non-profit,https://www.nichd.nih.gov/,NICHD Data and Specimen Hub – Policy and Procedures(https://dash.nichd.nih.gov/resource/policies) ,open ,,restricted  ,other (https://dash.nichd.nih.gov/resource/DASHUserAgreement) 
r3d100012918,KWTRP Research Data Repository Dataverse,https://dataverse.harvard.edu/dataverse/kwtrp,https://dataverse.harvard.edu/dataverse/kwtrp ,6 dataverses; 34 datasets; 215 files,eng,dataProvider,The Dataverse Project,AAA,technical,non-profit,https://dataverse.org/,Dataverse 4.8.3 guides(http://guides.dataverse.org/en/latest/) Harvard Dataverse General Terms of Use(https://dataverse.org/best-practices/harvard-dataverse-general-terms-use) Harvard Dataverse Policies(https://dataverse.org/best-practices/harvard-dataverse-policies) Terms of Use(https://learn.scholarsportal.info/all-guides/dataverse/terms-of-use/) ,open ,,open  ,CC (https://creativecommons.org/licenses/by/4.0/legalcode) 
r3d100012924,Cancer in Young People in Canada,http://www.c17.ca/index.php?cID=70,Randy.Barber@ahs.ca ,,eng,dataProvider,"Government of Canada, Public Health Agency of Canada",CAN,funding,non-profit,https://www.canada.ca/en/public-health.html,CYP-C Data Use and Publication Guidelines(http://www.c17.ca/files/7314/6558/5484/Pages%20from%20Full%20Executed_PHAC%20CYP-C_2Jan14.pdf) Terms and conditions Government of Canada(https://www.canada.ca/en/transparency/terms.html) ,open ,,restricted  ,other (http://www.c17.ca/files/7314/6558/5484/Pages%20from%20Full%20Executed_PHAC%20CYP-C_2Jan14.pdf) 
r3d100012939,Prince Edward Island Government Open Data Portal,https://data.princeedwardisland.ca/browse,opendata@gov.pe.ca ,203 results,eng,dataProvider,Prince Edward Island Government,CAN,general,non-profit,https://www.princeedwardisland.ca/en,Ten Principles For Opening Up Government Information(https://sunlightfoundation.com/policy/documents/ten-open-data-principles/) ,open ,,open  ,OGL (https://www.princeedwardisland.ca/en/information/finance/open-government-licence-prince-edward-island) 
r3d100012961,PDX Finder,http://www.pdxfinder.org/,helpdesk@pdxfinder.org ,2.063 model,eng,dataProvider,The Jackson Laboratory,USA,general,non-profit,https://www.jax.org/research-and-faculty/research-labs/the-bult-lab#,Terms of use(http://www.pdxfinder.org/terms-of-use/) ,open ,,open  ,other (https://www.ebi.ac.uk/about/terms-of-use) other (https://www.jax.org/terms-of-use) 
r3d100012972,Open Data Kingston,https://opendatakingston.cityofkingston.ca/pages/welcome/,https://www.cityofkingston.ca/city-hall/contact-us ,37 datasets,eng,dataProvider,City of Kingston,CAN,funding,non-profit,https://www.cityofkingston.ca/home,,open ,,open  ,Copyrights (https://www.cityofkingston.ca/general/privacy-policy) other (https://www.cityofkingston.ca/documents/10180/144997/CityofKingston_OpenDataLicense.pdf) 
